,V0207,V2020,V02426,V4621,faixas,Internet_Banda_Larga,Telefone_fixo
1248,Próprio-Já Pago,Sim,Sim,3750.0,+1000,Sim,Sim
1250,Alugado,Não,Não,2500.0,+1000,Não,Não
1254,Próprio-Já Pago,Sim,Sim,2196.0,+1000,Sim,Sim
1256,Próprio-Já Pago,Não,Sim,282.0,300,Sim,Não
1260,Alugado,Não,Sim,542.0,600,Sim,Não
1261,Próprio-Já Pago,Sim,Sim,2125.0,+1000,Sim,Sim
1262,Próprio-Já Pago,Sim,Sim,700.0,800,Sim,Sim
1264,Próprio-Já Pago,Não,Sim,22000.0,+1000,Sim,Não
1266,Próprio-Já Pago,Não,Sim,400.0,500,Sim,Não
1267,Alugado,Não,Sim,3500.0,+1000,Sim,Não
1269,Próprio-Já Pago,Sim,Sim,3000.0,+1000,Sim,Sim
1272,Próprio-Já Pago,Não,Sim,2000.0,+1000,Sim,Não
1274,Próprio-Já Pago,Não,Sim,1000.0,+1000,Sim,Não
1276,Próprio-Já Pago,Não,Sim,800.0,900,Sim,Não
1277,Próprio-Já Pago,Não,Sim,1230.0,+1000,Sim,Não
1278,Próprio-Já Pago,Não,Não,131.0,200,Não,Não
1282,Cedido por Empregador,Não,Não,4000.0,+1000,Não,Não
1283,Próprio-Já Pago,Não,Não,290.0,300,Não,Não
1286,Próprio-Já Pago,Sim,Não,131.0,200,Não,Sim
1287,Próprio-Já Pago,Sim,Não,1540.0,+1000,Não,Sim
1288,Próprio-Já Pago,Não,Sim,266.0,300,Sim,Não
1289,Alugado,Não,Não,497.0,500,Não,Não
1290,Próprio-Já Pago,Não,Não,838.0,900,Não,Não
1292,Próprio-Já Pago,Não,Não,586.0,600,Não,Não
1293,Próprio-Já Pago,Não,Não,1050.0,+1000,Não,Não
1294,Próprio-Já Pago,Não,Não,500.0,600,Não,Não
1299,Próprio-Já Pago,Não,Não,716.0,800,Não,Não
1301,Próprio-Já Pago,Sim,Não,300.0,400,Não,Sim
1303,Próprio-Já Pago,Não,Não,1000.0,+1000,Não,Não
1304,Próprio-Já Pago,Sim,Sim,1000.0,+1000,Sim,Sim
1308,Alugado,Sim,Sim,2500.0,+1000,Sim,Sim
1310,Próprio-Já Pago,Não,Sim,1550.0,+1000,Sim,Não
1311,Alugado,Não,Não,2000.0,+1000,Não,Não
1313,Alugado,Não,Não,1451.0,+1000,Não,Não
1314,Próprio-Já Pago,Sim,Sim,1975.0,+1000,Sim,Sim
1317,Alugado,Sim,Sim,1650.0,+1000,Sim,Sim
1319,Próprio-Já Pago,Não,Sim,610.0,700,Sim,Não
1320,Próprio-Já Pago,Não,Sim,850.0,900,Sim,Não
1321,Alugado,Não,Sim,6700.0,+1000,Sim,Não
1322,Próprio-Já Pago,Sim,Sim,6000.0,+1000,Sim,Sim
1324,Alugado,Não,Sim,1366.0,+1000,Sim,Não
1325,Alugado,Não,Sim,2000.0,+1000,Sim,Não
1327,Alugado,Não,Sim,3800.0,+1000,Sim,Não
1332,Alugado,Não,Sim,1140.0,+1000,Sim,Não
1334,Próprio-Já Pago,Sim,Sim,1144.0,+1000,Sim,Sim
1335,Alugado,Sim,Sim,1800.0,+1000,Sim,Sim
1336,Alugado,Sim,Sim,2000.0,+1000,Sim,Sim
1338,Próprio-Já Pago,Sim,Sim,1066.0,+1000,Sim,Sim
1340,Próprio-Já Pago,Não,Não,1033.0,+1000,Não,Não
1342,Alugado,Sim,Não,1900.0,+1000,Não,Sim
1344,Próprio-Já Pago,Sim,Não,275.0,300,Não,Sim
1348,Próprio-Ainda Pagando,Sim,Não,2400.0,+1000,Não,Sim
1349,Alugado,Não,Sim,2029.0,+1000,Sim,Não
1354,Próprio-Já Pago,Não,Não,1100.0,+1000,Não,Não
1357,Próprio-Já Pago,Não,Não,1100.0,+1000,Não,Não
1361,Próprio-Já Pago,Não,Sim,275.0,300,Sim,Não
1362,Alugado,Não,Sim,800.0,900,Sim,Não
1365,Próprio-Já Pago,Não,Sim,830.0,900,Sim,Não
1367,Próprio-Já Pago,Não,Não,3500.0,+1000,Não,Não
1368,Alugado,Sim,Sim,1540.0,+1000,Sim,Sim
1370,Próprio-Já Pago,Não,Sim,2550.0,+1000,Sim,Não
1371,Próprio-Já Pago,Não,Sim,4000.0,+1000,Sim,Não
1372,Próprio-Já Pago,Não,Sim,4000.0,+1000,Sim,Não
1373,Próprio-Já Pago,Sim,Sim,5250.0,+1000,Sim,Sim
1375,Próprio-Já Pago,Não,Sim,500.0,600,Sim,Não
1376,Próprio-Já Pago,Não,Não,1550.0,+1000,Não,Não
1378,Próprio-Já Pago,Sim,Sim,800.0,900,Sim,Sim
1379,Próprio-Já Pago,Não,Não,325.0,400,Não,Não
1380,Próprio-Já Pago,Sim,Sim,3322.0,+1000,Sim,Sim
1381,Próprio-Já Pago,Sim,Sim,500.0,600,Sim,Sim
1383,Próprio-Já Pago,Sim,Não,3500.0,+1000,Não,Sim
1384,Próprio-Já Pago,Sim,Não,4033.0,+1000,Não,Sim
1385,Próprio-Já Pago,Sim,Não,3933.0,+1000,Não,Sim
1386,Próprio-Já Pago,Sim,Não,8266.0,+1000,Não,Sim
1388,Próprio-Já Pago,Sim,Não,1750.0,+1000,Não,Sim
1389,Próprio-Já Pago,Sim,Não,1000.0,+1000,Não,Sim
1393,Cedido de outra forma,Não,Sim,33.0,100,Sim,Não
1395,Alugado,Não,Sim,1350.0,+1000,Sim,Não
1403,Próprio-Já Pago,Não,Não,2150.0,+1000,Não,Não
1404,Próprio-Já Pago,Sim,Sim,1850.0,+1000,Sim,Sim
1409,Próprio-Já Pago,Não,Não,1020.0,+1000,Não,Não
1412,Cedido por Empregador,Não,Sim,4000.0,+1000,Sim,Não
1413,Cedido por Empregador,Não,Sim,2250.0,+1000,Sim,Não
1414,Próprio-Já Pago,Sim,Sim,800.0,900,Sim,Sim
1415,Próprio-Já Pago,Não,Não,1125.0,+1000,Não,Não
1416,Próprio-Já Pago,Sim,Não,445.0,500,Não,Sim
1418,Próprio-Já Pago,Não,Não,900.0,1000,Não,Não
1419,Próprio-Já Pago,Não,Sim,750.0,800,Sim,Não
1420,Próprio-Já Pago,Sim,Não,1600.0,+1000,Não,Sim
1421,Próprio-Já Pago,Não,Não,860.0,900,Não,Não
1423,Próprio-Já Pago,Não,Sim,785.0,800,Sim,Não
1424,Cedido de outra forma,Não,Sim,0.0,100,Sim,Não
1427,Próprio-Já Pago,Não,Sim,1000.0,+1000,Sim,Não
1429,Próprio-Já Pago,Não,Sim,600.0,700,Sim,Não
1431,Próprio-Já Pago,Sim,Sim,2500.0,+1000,Sim,Sim
1432,Próprio-Já Pago,Sim,Sim,2825.0,+1000,Sim,Sim
1434,Próprio-Já Pago,Sim,Sim,3425.0,+1000,Sim,Sim
1435,Próprio-Já Pago,Sim,Sim,6000.0,+1000,Sim,Sim
1436,Próprio-Já Pago,Sim,Sim,3500.0,+1000,Sim,Sim
1437,Alugado,Não,Sim,3000.0,+1000,Sim,Não
1438,Alugado,Sim,Sim,6000.0,+1000,Sim,Sim
1440,Alugado,Não,Sim,300.0,400,Sim,Não
1441,Alugado,Sim,Sim,1400.0,+1000,Sim,Sim
1445,Próprio-Já Pago,Sim,Sim,4266.0,+1000,Sim,Sim
1447,Próprio-Já Pago,Não,Sim,272.0,300,Sim,Não
1450,Alugado,Não,Sim,975.0,1000,Sim,Não
1452,Próprio-Já Pago,Sim,Sim,484.0,500,Sim,Sim
1453,Próprio-Já Pago,Não,Sim,666.0,700,Sim,Não
1457,Próprio-Já Pago,Sim,Sim,484.0,500,Sim,Sim
1460,Próprio-Já Pago,Sim,Sim,833.0,900,Sim,Sim
1464,Próprio-Já Pago,Sim,Sim,2183.0,+1000,Sim,Sim
1469,Próprio-Já Pago,Sim,Sim,1366.0,+1000,Sim,Sim
1470,Próprio-Já Pago,Não,Sim,165.0,200,Sim,Não
1474,Próprio-Já Pago,Não,Sim,348.0,400,Sim,Não
1482,Próprio-Já Pago,Não,Sim,1000.0,+1000,Sim,Não
1483,Próprio-Já Pago,Não,Sim,1250.0,+1000,Sim,Não
1484,Próprio-Já Pago,Sim,Sim,1500.0,+1000,Sim,Sim
1485,Alugado,Não,Sim,1300.0,+1000,Sim,Não
1488,Próprio-Já Pago,Sim,Sim,2000.0,+1000,Sim,Sim
1491,Próprio-Já Pago,Não,Sim,2050.0,+1000,Sim,Não
1492,Próprio-Já Pago,Não,Sim,2333.0,+1000,Sim,Não
1493,Próprio-Já Pago,Sim,Não,1250.0,+1000,Não,Sim
1494,Próprio-Já Pago,Sim,Sim,1457.0,+1000,Sim,Sim
1495,Próprio-Já Pago,Não,Não,1250.0,+1000,Não,Não
1496,Alugado,Não,Sim,740.0,800,Sim,Não
1499,Alugado,Não,Sim,531.0,600,Sim,Não
1501,Próprio-Já Pago,Não,Sim,400.0,500,Sim,Não
1503,Próprio-Ainda Pagando,Sim,Sim,1262.0,+1000,Sim,Sim
1504,Próprio-Já Pago,Não,Sim,750.0,800,Sim,Não
1506,Próprio-Já Pago,Sim,Sim,560.0,600,Sim,Sim
1508,Próprio-Já Pago,Não,Não,500.0,600,Não,Não
1512,Próprio-Já Pago,Não,Sim,1100.0,+1000,Sim,Não
1513,Próprio-Já Pago,Não,Não,375.0,400,Não,Não
1516,Alugado,Não,Sim,650.0,700,Sim,Não
1520,Alugado,Sim,Não,1100.0,+1000,Não,Sim
1522,Alugado,Não,Sim,2000.0,+1000,Sim,Não
1524,Próprio-Já Pago,Não,Sim,533.0,600,Sim,Não
1526,Próprio-Já Pago,Não,Sim,600.0,700,Sim,Não
1528,Próprio-Já Pago,Sim,Não,429.0,500,Não,Sim
1534,Próprio-Já Pago,Não,Sim,772.0,800,Sim,Não
1537,Próprio-Já Pago,Não,Sim,377.0,400,Sim,Não
1538,Próprio-Já Pago,Não,Sim,1400.0,+1000,Sim,Não
1540,Próprio-Já Pago,Não,Sim,157.0,200,Sim,Não
1542,Próprio-Já Pago,Sim,Não,1850.0,+1000,Não,Sim
1543,Próprio-Já Pago,Sim,Sim,1000.0,+1000,Sim,Sim
1546,Próprio-Já Pago,Não,Não,1166.0,+1000,Não,Não
1548,Próprio-Já Pago,Sim,Não,860.0,900,Não,Sim
1549,Próprio-Já Pago,Não,Não,600.0,700,Não,Não
1550,Próprio-Já Pago,Não,Não,2000.0,+1000,Não,Não
1551,Próprio-Já Pago,Não,Sim,1975.0,+1000,Sim,Não
1553,Próprio-Já Pago,Não,Sim,472.0,500,Sim,Não
1555,Próprio-Já Pago,Sim,Sim,1500.0,+1000,Sim,Sim
1556,Próprio-Já Pago,Não,Sim,875.0,900,Sim,Não
1557,Próprio-Já Pago,Sim,Não,750.0,800,Não,Sim
1558,Próprio-Já Pago,Sim,Sim,1150.0,+1000,Sim,Sim
1560,Próprio-Já Pago,Sim,Não,745.0,800,Não,Sim
1562,Alugado,Não,Sim,400.0,500,Sim,Não
1563,Próprio-Já Pago,Não,Não,2400.0,+1000,Não,Não
1567,Próprio-Já Pago,Sim,Sim,1680.0,+1000,Sim,Sim
1570,Próprio-Já Pago,Sim,Não,600.0,700,Não,Sim
1571,Alugado,Não,Não,1500.0,+1000,Não,Não
1572,Alugado,Não,Não,1150.0,+1000,Não,Não
1573,Próprio-Já Pago,Não,Não,750.0,800,Não,Não
1574,,Não,Não,1400.0,+1000,Não,Não
1577,Próprio-Já Pago,Não,Não,600.0,700,Não,Não
1578,Próprio-Já Pago,Não,Não,800.0,900,Não,Não
1579,Próprio-Já Pago,Sim,Não,2040.0,+1000,Não,Sim
1580,Próprio-Já Pago,Não,Sim,1000.0,+1000,Sim,Não
1581,Alugado,Não,Não,1800.0,+1000,Não,Não
1582,Alugado,Não,Não,1300.0,+1000,Não,Não
1584,Próprio-Já Pago,Não,Não,750.0,800,Não,Não
1585,Próprio-Já Pago,Não,Não,1800.0,+1000,Não,Não
1587,Cedido de outra forma,Não,Sim,350.0,400,Sim,Não
1588,Próprio-Já Pago,Não,Não,1200.0,+1000,Não,Não
1595,Alugado,Não,Não,653.0,700,Não,Não
1596,Próprio-Já Pago,Sim,Sim,2725.0,+1000,Sim,Sim
1598,Alugado,Sim,Sim,1800.0,+1000,Sim,Sim
1600,Próprio-Já Pago,Não,Não,775.0,800,Não,Não
1605,Próprio-Já Pago,Não,Não,153.0,200,Não,Não
1606,Próprio-Já Pago,Não,Não,1200.0,+1000,Não,Não
1608,Próprio-Já Pago,Não,Não,1144.0,+1000,Não,Não
1609,Próprio-Já Pago,Sim,Sim,876.0,900,Sim,Sim
1610,Próprio-Já Pago,Não,Não,2400.0,+1000,Não,Não
1612,Próprio-Já Pago,Não,Não,866.0,900,Não,Não
1614,Próprio-Já Pago,Não,Não,400.0,500,Não,Não
1623,Alugado,Não,Não,560.0,600,Não,Não
1627,Próprio-Já Pago,Sim,Não,1945.0,+1000,Não,Sim
1628,Próprio-Já Pago,Sim,Não,3000.0,+1000,Não,Sim
1630,Alugado,Não,Não,500.0,600,Não,Não
1631,Próprio-Já Pago,Sim,Sim,4100.0,+1000,Sim,Sim
1632,Próprio-Já Pago,Não,Sim,1800.0,+1000,Sim,Não
1634,Próprio-Já Pago,Não,Não,750.0,800,Não,Não
1635,Próprio-Já Pago,Não,Sim,266.0,300,Sim,Não
1637,Alugado,Não,Não,40.0,100,Não,Não
1638,Próprio-Já Pago,Sim,Sim,1333.0,+1000,Sim,Sim
1639,Próprio-Já Pago,Não,Não,1697.0,+1000,Não,Não
1640,Próprio-Já Pago,Não,Não,1566.0,+1000,Não,Não
1641,Próprio-Já Pago,Sim,Não,875.0,900,Não,Sim
1646,Próprio-Já Pago,Não,Não,900.0,1000,Não,Não
1650,Próprio-Já Pago,Não,Sim,338.0,400,Sim,Não
1660,Próprio-Já Pago,Não,Sim,2433.0,+1000,Sim,Não
1662,Próprio-Já Pago,Não,Não,1272.0,+1000,Não,Não
1663,Próprio-Já Pago,Não,Sim,3500.0,+1000,Sim,Não
1664,Próprio-Já Pago,Sim,Sim,4500.0,+1000,Sim,Sim
1667,Alugado,Não,Não,800.0,900,Não,Não
1669,Cedido de outra forma,Não,Não,950.0,1000,Não,Não
1670,Próprio-Já Pago,Sim,Não,466.0,500,Não,Sim
1672,Alugado,Não,Não,1300.0,+1000,Não,Não
1673,Próprio-Já Pago,Não,Não,582.0,600,Não,Não
1676,Próprio-Já Pago,Não,Não,633.0,700,Não,Não
1677,Próprio-Já Pago,Não,Não,844.0,900,Não,Não
1678,Próprio-Já Pago,Sim,Sim,800.0,900,Sim,Sim
1680,Próprio-Já Pago,Sim,Sim,2100.0,+1000,Sim,Sim
1681,Alugado,Não,Não,950.0,1000,Não,Não
1682,Próprio-Ainda Pagando,Não,Não,800.0,900,Não,Não
1685,Próprio-Já Pago,Não,Sim,1633.0,+1000,Sim,Não
1687,Alugado,Não,Não,1200.0,+1000,Não,Não
1688,Próprio-Já Pago,Não,Não,940.0,1000,Não,Não
1690,Alugado,Não,Não,1600.0,+1000,Não,Não
1691,Próprio-Já Pago,Não,Sim,12500.0,+1000,Sim,Não
1692,Alugado,Sim,Sim,5000.0,+1000,Sim,Sim
1693,Alugado,Não,Sim,2100.0,+1000,Sim,Não
1695,Próprio-Já Pago,Sim,Sim,1966.0,+1000,Sim,Sim
1696,Alugado,Não,Sim,6800.0,+1000,Sim,Não
1697,Próprio-Já Pago,Não,Sim,5000.0,+1000,Sim,Não
1698,Alugado,Não,Sim,1150.0,+1000,Sim,Não
1699,Próprio-Já Pago,Sim,Sim,2250.0,+1000,Sim,Sim
1702,Alugado,Não,Sim,3666.0,+1000,Sim,Não
1703,Próprio-Já Pago,Sim,Sim,2200.0,+1000,Sim,Sim
1704,Alugado,Não,Sim,5000.0,+1000,Sim,Não
1711,Próprio-Já Pago,Não,Sim,7500.0,+1000,Sim,Não
1712,Alugado,Sim,Sim,1833.0,+1000,Sim,Sim
1713,Próprio-Já Pago,Não,Sim,0.0,100,Sim,Não
1715,Próprio-Já Pago,Sim,Sim,958.0,1000,Sim,Sim
1717,Próprio-Já Pago,Sim,Sim,766.0,800,Sim,Sim
1718,Próprio-Já Pago,Sim,Sim,900.0,1000,Sim,Sim
1719,Próprio-Já Pago,Sim,Sim,933.0,1000,Sim,Sim
1720,Cedido de outra forma,Sim,Sim,1500.0,+1000,Sim,Sim
1727,Próprio-Já Pago,Não,Não,412.0,500,Não,Não
1729,Próprio-Já Pago,Não,Não,1500.0,+1000,Não,Não
1732,Próprio-Já Pago,Não,Não,1300.0,+1000,Não,Não
1733,Próprio-Já Pago,Não,Sim,833.0,900,Sim,Não
1735,Próprio-Já Pago,Sim,Não,288.0,300,Não,Sim
1736,Alugado,Não,Não,1200.0,+1000,Não,Não
1738,Próprio-Já Pago,Sim,Sim,1500.0,+1000,Sim,Sim
1739,Próprio-Já Pago,Não,Não,262.0,300,Não,Não
1740,Próprio-Já Pago,Não,Não,300.0,400,Não,Não
1743,Próprio-Já Pago,Sim,Sim,215.0,300,Sim,Sim
1748,Próprio-Já Pago,Sim,Sim,195.0,200,Sim,Sim
1752,Próprio-Já Pago,Sim,Sim,1375.0,+1000,Sim,Sim
1761,Cedido por Empregador,Não,Não,5000.0,+1000,Não,Não
1764,Cedido por Empregador,Não,Não,833.0,900,Não,Não
1767,Cedido por Empregador,Não,Não,1000.0,+1000,Não,Não
1768,Cedido por Empregador,Não,Não,1250.0,+1000,Não,Não
1769,Cedido por Empregador,Não,Sim,1825.0,+1000,Sim,Não
1770,Cedido de outra forma,Não,Não,900.0,1000,Não,Não
1772,Cedido por Empregador,Não,Não,1666.0,+1000,Não,Não
1777,Próprio-Já Pago,Não,Não,825.0,900,Não,Não
1794,Cedido por Empregador,Não,Não,1025.0,+1000,Não,Não
1797,Próprio-Já Pago,Sim,Não,1947.0,+1000,Não,Sim
1802,Próprio-Já Pago,Sim,Sim,750.0,800,Sim,Sim
1803,Próprio-Já Pago,Sim,Sim,875.0,900,Sim,Sim
1804,Próprio-Já Pago,Sim,Sim,1150.0,+1000,Sim,Sim
1807,Próprio-Já Pago,Sim,Sim,1000.0,+1000,Sim,Sim
1812,Próprio-Já Pago,Não,Sim,2180.0,+1000,Sim,Não
1814,Próprio-Já Pago,Sim,Não,2000.0,+1000,Não,Sim
1815,Próprio-Já Pago,Sim,Não,1469.0,+1000,Não,Sim
1816,Alugado,Não,Sim,838.0,900,Sim,Não
1817,Próprio-Já Pago,Não,Sim,337.0,400,Sim,Não
1823,Alugado,Não,Sim,480.0,500,Sim,Não
1824,Alugado,Não,Não,1600.0,+1000,Não,Não
1826,Próprio-Já Pago,Não,Sim,712.0,800,Sim,Não
1828,Próprio-Já Pago,Não,Não,61.0,100,Não,Não
1832,Próprio-Já Pago,Não,Sim,1936.0,+1000,Sim,Não
1836,Alugado,Não,Sim,500.0,600,Sim,Não
1837,Próprio-Já Pago,Não,Não,591.0,600,Não,Não
1838,Próprio-Já Pago,Sim,Sim,1544.0,+1000,Sim,Sim
1839,Alugado,Não,Não,3750.0,+1000,Não,Não
1840,Próprio-Já Pago,Não,Sim,395.0,400,Sim,Não
1843,Próprio-Já Pago,Sim,Sim,1333.0,+1000,Sim,Sim
1844,Próprio-Já Pago,Não,Não,817.0,900,Não,Não
1846,Próprio-Já Pago,Sim,Sim,1900.0,+1000,Sim,Sim
1847,Próprio-Já Pago,Não,Sim,194.0,200,Sim,Não
1848,Próprio-Já Pago,Não,Sim,322.0,400,Sim,Não
1851,Próprio-Já Pago,Sim,Sim,394.0,400,Sim,Sim
1852,Próprio-Já Pago,Não,Sim,1233.0,+1000,Sim,Não
1855,Alugado,Não,Sim,400.0,500,Sim,Não
1860,Próprio-Já Pago,Não,Sim,1088.0,+1000,Sim,Não
1861,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
1862,Alugado,Não,Sim,569.0,600,Sim,Não
1863,Próprio-Já Pago,Não,Sim,1100.0,+1000,Sim,Não
1890,Próprio-Já Pago,Não,Não,2750.0,+1000,Não,Não
1902,Próprio-Já Pago,Sim,Não,1000.0,+1000,Não,Sim
1904,Alugado,Não,Sim,962.0,1000,Sim,Não
1905,Próprio-Já Pago,Não,Sim,999999999999.0,+1000,Sim,Não
1906,Próprio-Já Pago,Não,Sim,788.0,800,Sim,Não
1911,Próprio-Já Pago,Não,Sim,2350.0,+1000,Sim,Não
1912,Próprio-Ainda Pagando,Não,Sim,1500.0,+1000,Sim,Não
1914,Cedido de outra forma,Não,Sim,1766.0,+1000,Sim,Não
1916,Alugado,Não,Sim,472.0,500,Sim,Não
1919,Próprio-Já Pago,Não,Sim,944.0,1000,Sim,Não
1920,Alugado,Não,Sim,916.0,1000,Sim,Não
1921,Próprio-Já Pago,Não,Não,415.0,500,Não,Não
1922,Próprio-Já Pago,Sim,Sim,1569.0,+1000,Sim,Sim
1923,Próprio-Já Pago,Não,Não,792.0,800,Não,Não
1929,Alugado,Não,Sim,220.0,300,Sim,Não
1932,Próprio-Já Pago,Não,Sim,3000.0,+1000,Sim,Não
1933,Alugado,Não,Sim,456.0,500,Sim,Não
1934,Próprio-Ainda Pagando,Sim,Sim,4650.0,+1000,Sim,Sim
1935,Alugado,Não,Não,375.0,400,Não,Não
1936,Cedido de outra forma,Não,Sim,1000.0,+1000,Sim,Não
1939,Próprio-Já Pago,Não,Sim,969.0,1000,Sim,Não
1942,Alugado,Não,Não,934.0,1000,Não,Não
1943,Alugado,Não,Sim,4133.0,+1000,Sim,Não
1944,Alugado,Não,Sim,2900.0,+1000,Sim,Não
1945,Próprio-Já Pago,Não,Sim,2850.0,+1000,Sim,Não
1952,Cedido de outra forma,Sim,Sim,4900.0,+1000,Sim,Sim
1953,Cedido de outra forma,Não,Sim,400.0,500,Sim,Não
1954,Alugado,Não,Sim,894.0,900,Sim,Não
1957,Alugado,Não,Sim,1000.0,+1000,Sim,Não
1960,Próprio-Ainda Pagando,Não,Não,1600.0,+1000,Não,Não
1961,Próprio-Já Pago,Não,Sim,1229.0,+1000,Sim,Não
1967,Alugado,Não,Sim,296.0,300,Sim,Não
1972,Alugado,Sim,Sim,1894.0,+1000,Sim,Sim
1977,Próprio-Já Pago,Não,Sim,877.0,900,Sim,Não
1982,Próprio-Já Pago,Não,Sim,929.0,1000,Sim,Não
1984,Próprio-Já Pago,Não,Sim,625.0,700,Sim,Não
1985,Próprio-Já Pago,Sim,Sim,4144.0,+1000,Sim,Sim
1988,Próprio-Já Pago,Não,Não,1211.0,+1000,Não,Não
1992,Alugado,Não,Sim,925.0,1000,Sim,Não
1993,Alugado,Não,Não,830.0,900,Não,Não
1995,Próprio-Já Pago,Sim,Sim,3433.0,+1000,Sim,Sim
1999,Alugado,Não,Sim,650.0,700,Sim,Não
2006,Próprio-Já Pago,Sim,Sim,2135.0,+1000,Sim,Sim
2010,Próprio-Já Pago,Sim,Sim,2047.0,+1000,Sim,Sim
2012,Próprio-Já Pago,Sim,Sim,1250.0,+1000,Sim,Sim
2015,Alugado,Sim,Sim,1000.0,+1000,Sim,Sim
2022,Alugado,Não,Não,1500.0,+1000,Não,Não
2026,Próprio-Já Pago,Não,Sim,757.0,800,Sim,Não
2028,Próprio-Já Pago,Sim,Não,366.0,400,Não,Sim
2030,Próprio-Já Pago,Não,Sim,1182.0,+1000,Sim,Não
2032,Alugado,Não,Não,832.0,900,Não,Não
2033,Próprio-Já Pago,Não,Sim,1396.0,+1000,Sim,Não
2034,Próprio-Já Pago,Não,Sim,394.0,400,Sim,Não
2036,Próprio-Já Pago,Sim,Não,500.0,600,Não,Sim
2039,Próprio-Já Pago,Não,Não,262.0,300,Não,Não
2041,Próprio-Já Pago,Sim,Sim,967.0,1000,Sim,Sim
2042,Próprio-Já Pago,Não,Não,1466.0,+1000,Não,Não
2043,Próprio-Já Pago,Não,Não,1000.0,+1000,Não,Não
2047,Próprio-Já Pago,Não,Não,480.0,500,Não,Não
2048,Próprio-Já Pago,Sim,Não,262.0,300,Não,Sim
2049,Próprio-Já Pago,Não,Não,526.0,600,Não,Não
2052,Próprio-Já Pago,Não,Não,711.0,800,Não,Não
2054,Próprio-Já Pago,Não,Não,999999999999.0,+1000,Não,Não
2058,Próprio-Já Pago,Sim,Não,1576.0,+1000,Não,Sim
2059,Cedido de outra forma,Não,Não,999999999999.0,+1000,Não,Não
2061,Alugado,Não,Não,999999999999.0,+1000,Não,Não
2064,Próprio-Ainda Pagando,Não,Não,533.0,600,Não,Não
2065,Próprio-Ainda Pagando,Não,Não,502.0,600,Não,Não
2068,Próprio-Já Pago,Não,Sim,2950.0,+1000,Sim,Não
2069,Alugado,Não,Não,5000.0,+1000,Não,Não
2071,Próprio-Já Pago,Não,Sim,994.0,1000,Sim,Não
2072,Alugado,Não,Não,320.0,400,Não,Não
2073,Próprio-Já Pago,Não,Sim,2033.0,+1000,Sim,Não
2074,Próprio-Já Pago,Não,Não,2133.0,+1000,Não,Não
2075,Próprio-Ainda Pagando,Não,Não,666.0,700,Não,Não
2076,Próprio-Já Pago,Não,Sim,592.0,600,Sim,Não
2079,Próprio-Ainda Pagando,Não,Sim,345.0,400,Sim,Não
2080,Próprio-Ainda Pagando,Não,Sim,333.0,400,Sim,Não
2081,Próprio-Já Pago,Não,Sim,2100.0,+1000,Sim,Não
2082,Próprio-Já Pago,Não,Sim,1100.0,+1000,Sim,Não
2083,Próprio-Já Pago,Não,Não,2400.0,+1000,Não,Não
2084,Próprio-Já Pago,Não,Sim,320.0,400,Sim,Não
2086,Próprio-Já Pago,Não,Não,517.0,600,Não,Não
2088,Próprio-Já Pago,Não,Não,160.0,200,Não,Não
2089,Cedido de outra forma,Não,Não,745.0,800,Não,Não
2090,Alugado,Não,Não,400.0,500,Não,Não
2091,Próprio-Já Pago,Sim,Sim,1666.0,+1000,Sim,Sim
2092,Alugado,Não,Não,525.0,600,Não,Não
2097,Alugado,Não,Sim,5000.0,+1000,Sim,Não
2099,Próprio-Já Pago,Não,Sim,683.0,700,Sim,Não
2101,Próprio-Já Pago,Não,Não,380.0,400,Não,Não
2104,Próprio-Já Pago,Sim,Não,2894.0,+1000,Não,Sim
2105,Próprio-Já Pago,Sim,Não,3180.0,+1000,Não,Sim
2108,Alugado,Não,Sim,788.0,800,Sim,Não
2109,Próprio-Já Pago,Sim,Não,2600.0,+1000,Não,Sim
2114,Próprio-Já Pago,Sim,Sim,1975.0,+1000,Sim,Sim
2115,Próprio-Já Pago,Sim,Sim,500.0,600,Sim,Sim
2117,Alugado,Sim,Não,999999999999.0,+1000,Não,Sim
2118,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
2122,Próprio-Já Pago,Não,Sim,1500.0,+1000,Sim,Não
2126,Próprio-Já Pago,Não,Não,1200.0,+1000,Não,Não
2134,Próprio-Já Pago,Não,Sim,394.0,400,Sim,Não
2139,Próprio-Já Pago,Não,Sim,788.0,800,Sim,Não
2140,Alugado,Não,Sim,315.0,400,Sim,Não
2142,Alugado,Não,Não,266.0,300,Não,Não
2143,Próprio-Já Pago,Sim,Sim,1000.0,+1000,Sim,Sim
2145,Próprio-Já Pago,Sim,Sim,2000.0,+1000,Sim,Sim
2147,Próprio-Já Pago,Não,Não,197.0,200,Não,Não
2148,Próprio-Já Pago,Não,Sim,175.0,200,Sim,Não
2150,Próprio-Já Pago,Sim,Sim,529.0,600,Sim,Sim
2152,Próprio-Já Pago,Sim,Sim,3000.0,+1000,Sim,Sim
2153,Próprio-Ainda Pagando,Não,Sim,2750.0,+1000,Sim,Não
2161,Alugado,Não,Não,750.0,800,Não,Não
2162,Alugado,Não,Não,1300.0,+1000,Não,Não
2163,Próprio-Já Pago,Não,Não,429.0,500,Não,Não
2165,Alugado,Não,Não,544.0,600,Não,Não
2166,Próprio-Já Pago,Não,Sim,250.0,300,Sim,Não
